cidades;cep
Iraucuba;62620-000 a 62629-999
Itaitinga;61880-000 a 61889-999
Itaicaba;62820-000 a 62822-999
Itapaje;62600-000 a 62609-999
Itapipoca;62500-001 a 62529-999
Itapipoca;62500-001 a 62509-999
Itapiuna;62740-000 a 62747-999
Itarema;62590-000 a 62594-999
Itatira;62720-000 a 62729-999
JAguaretama;63480-000 a 63489-999
JAguaribara;63490-000 a 63499-999
JAguaribe;63475-000 a 63479-999
JAguaruana;62823-000 a 62839-999
Jardim;63290-000 a 63299-999
Jati;63275-000 a 63279-999
Jijoca de Jericoacoara;62598-000 a 62599-999
Juazeiro do Norte;63000-001 a 63099-999
Juazeiro do Norte;63000-001 a 63079-999
Jucas;63580-000 a 63589-999
Lavras da Mangabeira;63300-000 a 63309-999
Limoeiro do Norte;62930-000 a 62939-999
Madalena;63860-000 a 63869-999
Maracanau;61900-001 a 61939-999
Maranguape;61940-001 a 61999-999
Maranguape;61940-001 a 61949-999
Marco;62560-000 a 62569-999
Martinopole;62450-000 a 62459-999
Massape;62140-000 a 62149-999
Mauriti;63210-000 a 63219-999
Meruoca;62130-000 a 62139-999
Milagres;63250-000 a 63259-999
Milha;63635-000 a 63639-999
Miraima;62530-000 a 62539-999
Missao Velha;63200-000 a 63209-999
Mombaca;63610-000 a 63619-999
Monsenhor Tabosa;63780-000 a 63799-999
Morada Nova;62940-000 a 62954-999
Moraujo;62480-000 a 62499-999
Morrinhos;62550-000 a 62559-999
Mucambo;62170-000 a 62179-999
Mulungu;62764-000 a 62765-999
Nova Olinda;63165-000 a 63169-999
Nova Russas;62200-000 a 62209-999
Novo Oriente;63740-000 a 63749-999
Ocara;62755-000 a 62759-999
Oros;63520-000 a 63529-999
Pacajus;62870-000 a 62874-999
Pacatuba;61800-001 a 61879-999
Pacatuba;61800-001 a 61814-999
Pacoti;62770-000 a 62779-999
Pacuja;62180-000 a 62183-999
Palhano;62910-000 a 62919-999
Palmacia;62780-000 a 62784-999
Paracuru;62680-000 a 62684-999
Paraipaba;62685-000 a 62689-999
Parambu;63680-000 a 63699-999
Paramoti;62736-000 a 62737-999
Pedra Branca;63630-000 a 63634-999
Penaforte;63280-000 a 63289-999
Pentecoste;62640-000 a 62649-999
Pereiro;63460-000 a 63469-999
Pindoretama;62860-000 a 62869-999
Piquet Carneiro;63605-000 a 63609-999
Pires Ferreira;62255-000 a 62259-999
Poranga;62220-000 a 62229-999
Porteiras;63270-000 a 63274-999
Potengi;63160-000 a 63164-999
Potiretama;62990-000 a 62999-999
Quiterianopolis;63650-000 a 63659-999
Quixada;63900-001 a 63949-999
Quixada;63900-001 a 63909-999
Quixelo;63515-000 a 63519-999
Quixeramobim;63800-000 a 63859-999
Quixere;62920-000 a 62929-999
Redencao;62790-000 a 62794-999
Reriutaba;62260-000 a 62264-999
Russas;62900-000 a 62909-999
Saboeiro;63590-000 a 63594-999
Salitre;63155-000 a 63159-999
Santa Quiteria;62280-000 a 62296-999
Santana do Acarau;62150-000 a 62159-999
Santana do Cariri;63190-000 a 63194-999
Senador Pompeu;63600-000 a 63604-999
Senador Sa;62470-000 a 62479-999
Sobral;62000-001 a 62114-999
Sobral;62000-001 a 62099-999
Solonopole;63620-000 a 63629-999
Sao Benedito;62370-000 a 62374-999
Sao Goncalo do Amarante;62670-000 a 62679-999
Sao Joao do JAguaribe;62965-000 a 62969-999
Sao Luis do Curu;62665-000 a 62669-999
Tabuleiro do Norte;62960-000 a 62964-999
Tamboril;63750-000 a 63779-999
Tarrafas;63145-000 a 63149-999
Taua;63660-000 a 63669-999
Tejucuoca;62610-000 a 62619-999
Tiangua;62320-001 a 62339-999
Tiangua;62320-001 a 62329-999
Trairi;62690-000 a 62699-999
Tururu;62655-000 a 62659-999
Ubajara;62350-000 a 62359-999
Umari;63310-000 a 63319-999
Umirim;62660-000 a 62664-999
Uruburetama;62650-000 a 62654-999
Uruoca;62460-000 a 62469-999
Varjota;62265-000 a 62269-999
Vicosa do Ceara;62300-000 a 62319-999
Varzea Alegre;63540-000 a 63559-999
Brasilia;70000-001 a 72799-999
Brasilia;73000-001 a 73699-999
Afonso Claudio;29600-000 a 29614-999
Alegre;29500-000 a 29539-999
Alfredo Chaves;29240-000 a 29254-999
Alto Rio Novo;29760-000 a 29769-999
Anchieta;29230-000 a 29239-999
Apiaca;29450-000 a 29459-999
Aracruz;29190-001 a 29199-999
Atilio Vivacqua;29490-000 a 29499-999
Baixo Guandu;29730-000 a 29744-999
Barra de Sao Francisco;29800-000 a 29819-999
Boa Esperanca;29845-000 a 29849-999
Bom Jesus do Norte;29460-000 a 29469-999
Brejetuba;29630-000 a 29639-999
Cachoeiro de Itapemirim;29300-001 a 29329-999
Cachoeiro de Itapemirim;29300-001 a 29320-999
Cariacica;29140-001 a 29159-999
Castelo;29360-000 a 29369-999
Colatina;29700-001 a 29719-999
Colatina;29700-001 a 29714-999
Conceicao da Barra;29960-000 a 29969-999
Conceicao do Castelo;29370-000 a 29374-999
Divino de Sao Lourenco;29590-000 a 29599-999
Domingos Martins;29260-000 a 29279-999
Dores do Rio Preto;29580-000 a 29589-999
Ecoporanga;29850-000 a 29879-999
Fundao;29185-000 a 29189-999
Governador Lindenberg;29720-000 a 29724-999
Guarapari;29200-001 a 29229-999
Guarapari;29200-001 a 29227-999
Guacui;29560-000 a 29579-999
Ibatiba;29395-000 a 29397-999
Ibiracu;29670-000 a 29679-999
Ibitirama;29540-000 a 29549-999
Iconha;29280-000 a 29284-999
Irupi;29398-000 a 29399-999
ItAguacu;29690-000 a 29699-999
Itapemirim;29330-000 a 29344-999
Itarana;29620-000 a 29629-999
Iuna;29390-000 a 29394-999
JAguare;29950-000 a 29959-999
Jeronimo Monteiro;29550-000 a 29559-999
Joao Neiva;29680-000 a 29689-999
Laranja da Terra;29615-000 a 29619-999
Linhares;29900-001 a 29919-999
Linhares;29900-001 a 29918-999
Mantenopolis;29770-000 a 29779-999
Marataizes;29345-000 a 29349-999
Marechal Floriano;29255-000 a 29259-999
Marilandia;29725-000 a 29729-999
Mimoso do Sul;29400-000 a 29449-999
Montanha;29890-000 a 29899-999
Mucurici;29880-000 a 29884-999
Muniz Freire;29380-000 a 29389-999
Muqui;29480-000 a 29489-999
Nova Venecia;29830-000 a 29842-999
Pancas;29750-000 a 29759-999
Pedro Canario;29970-000 a 29979-999
Pinheiros;29980-000 a 29999-999
Piuma;29285-000 a 29289-999
Ponto Belo;29885-000 a 29889-999
Presidente Kennedy;29350-000 a 29359-999
Rio Bananal;29920-000 a 29926-999
Rio Novo do Sul;29290-000 a 29294-999
Santa Leopoldina;29640-000 a 29644-999
Santa Maria de Jetiba;29645-000 a 29649-999
Santa Teresa;29650-000 a 29664-999
Serra;29160-001 a 29184-999
Sooretama;29927-000 a 29929-999
Sao Domingos do Norte;29745-000 a 29749-999
Sao Gabriel da Palha;29780-000 a 29784-999
Sao Jose do Calcado;29470-000 a 29479-999
Sao Mateus;29930-001 a 29949-999
Sao Roque do Canaa;29665-000 a 29669-999
Vargem Alta;29295-000 a 29299-999
Venda Nova do Imigrante;29375-000 a 29379-999
Viana;29130-001 a 29139-999
Vila Pavao;29843-000 a 29844-999
Vila Valerio;29785-000 a 29794-999
Vila Velha;29100-001 a 29129-999
Vitoria;29000-001 a 29099-999
Agua Doce do Norte;29820-000 a 29829-999
aguia Branca;29795-000 a 29799-999
Abadia de Goias;75345-000 a 75349-999
Abadiania;72940-000 a 72959-999
Acreuna;75960-000 a 75969-999
Adelandia;76155-000 a 76159-999
Alexania;72930-000 a 72939-999
Aloandia;75615-000 a 75619-999
Alto Horizonte;76560-000 a 76579-999
Alto Paraiso de Goias;73770-000 a 73779-999
Alvorada do Norte;73950-000 a 73969-999
Amaralina;76493-000 a 76494-999
Americano do Brasil;76165-000 a 76169-999
Amorinopolis;76140-000 a 76144-999
Anhang�era;75770-000 a 75779-999
Anicuns;76170-000 a 76179-999
Anapolis;75000-001 a 75159-999
Anapolis;75000-001 a 75149-999
Aparecida de Goiania;74900-001 a 74999-999
Aparecida do Rio Doce;75827-000 a 75827-999
Apore;75825-000 a 75826-999
Aragarcas;76240-000 a 76244-999
Aragoiania;75330-000 a 75339-999
ArAguapaz;76720-000 a 76729-999
Aracu;75410-000 a 75419-999
Arenopolis;76235-000 a 76239-999
Aruana;76710-000 a 76719-999
Aurilandia;76120-000 a 76124-999
Avelinopolis;75395-000 a 75395-999
Baliza;76250-000 a 76254-999
Barro Alto;76390-000 a 76392-999
Bela Vista de Goias;75240-000 a 75244-999
Bom Jardim de Goias;76245-000 a 76249-999
Bom Jesus;75570-000 a 75579-999
Bonfinopolis;75195-000 a 75199-999
Bonopolis;76555-000 a 76559-999
Brazabrantes;75440-000 a 75449-999
Britania;76280-000 a 76284-999
Buriti Alegre;75660-000 a 75664-999
Buriti de Goias;76152-000 a 76154-999
Buritinopolis;73975-000 a 73979-999
Cabeceiras;73870-000 a 73889-999
Cachoeira Alta;75870-000 a 75879-999
Cachoeira Dourada;75560-000 a 75569-999
Cachoeira de Goias;76125-000 a 76129-999
Caiaponia;75850-000 a 75854-999
Caldas Novas;75680-001 a 75699-999
Caldas Novas;75680-001 a 75698-999
Caldazinha;75245-000 a 75249-999
Campestre de Goias;75396-000 a 75397-999
Campinacu;76440-000 a 76449-999
Campinorte;76410-000 a 76419-999
Campo Alegre de Goias;75795-000 a 75799-999
Campo Limpo de Goias;75160-000 a 75164-999
Campos Belos;73840-000 a 73849-999
Campos Verdes;76515-000 a 76519-999
Carmo do Rio Verde;76340-000 a 76342-999
Castelandia;75925-000 a 75929-999
Catalao;75700-001 a 75714-999
Catalao;75700-001 a 75713-999
Caturai;75430-000 a 75439-999
Cavalcante;73790-000 a 73794-999
Cacu;75813-000 a 75814-999
Ceres;76300-000 a 76303-999
Cezarina;76195-000 a 76199-999
Chapadao do Ceu;75828-000 a 75829-999
Cidade Ocidental;72880-001 a 72899-999
Cidade Ocidental;72880-001 a 72898-999
Cocalzinho de Goias;72975-000 a 72979-999
Colinas do Sul;73740-000 a 73749-999
Corumbaiba;75675-000 a 75679-999
Corumba de Goias;72960-000 a 72974-999
Cristalina;73850-000 a 73859-999
Cristianopolis;75230-000 a 75239-999
Crixas;76510-000 a 76514-999
Crominia;75635-000 a 75639-999
Cumari;75760-000 a 75769-999
Corrego do Ouro;76145-000 a 76149-999
Damianopolis;73980-000 a 73989-999
Damolandia;75420-000 a 75429-999
Davinopolis;75730-000 a 75739-999
Diorama;76260-000 a 76264-999
Divinopolis de Goias;73865-000 a 73869-999
Doverlandia;75855-000 a 75859-999
Edealina;75945-000 a 75949-999
Edeia;75940-000 a 75944-999
Estrela do Norte;76485-000 a 76489-999
Faina;76740-000 a 76759-999
Fazenda Nova;76220-000 a 76229-999
Firminopolis;76105-000 a 76109-999
Flores de Goias;73890-000 a 73899-999
Formosa;73800-001 a 73819-999
Formosa;73800-001 a 73816-999
Formoso;76470-000 a 76479-999
Gameleira de Goias;75184-000 a 75184-999
Goiandira;75740-000 a 75749-999
Goianira;75360-001 a 75374-999
Goianira;75360-001 a 75373-999
Goianapolis;75170-000 a 75174-999
Goianesia;76380-001 a 76389-999
Goianesia;76380-001 a 76388-999
Goiatuba;75600-000 a 75602-999
Goias;76600-000 a 76629-999
Goiania;74000-001 a 74899-999
Goiania;74000-001 a 74899-999
Gouvelandia;75865-000 a 75869-999
Guapo;75350-000 a 75354-999
Guarani de Goias;73910-000 a 73919-999
Guaraita;76690-000 a 76699-999
Guarinos;76374-000 a 76374-999
Heitorai;76670-000 a 76679-999
Hidrolina;76375-000 a 76379-999
Hidrolandia;75340-000 a 75344-999
Iaciara;73920-000 a 73929-999
Inaciolandia;75550-000 a 75554-999
Indiara;75955-000 a 75959-999
Inhumas;75400-001 a 75409-999
Ipameri;75780-000 a 75789-999
Ipiranga de Goias;76304-000 a 76304-999
Ipora;76200-000 a 76204-999
Israelandia;76205-000 a 76209-999
Itaberai;76630-000 a 76639-999
ItAguari;76650-000 a 76659-999
ItAguaru;76660-000 a 76669-999
Itaja;75815-000 a 75818-999
Itapaci;76360-000 a 76364-999
Itapirapua;76290-000 a 76299-999
Itapuranga;76680-000 a 76689-999
Itaruma;75810-000 a 75812-999
Itaucu;75450-000 a 75454-999
Itumbiara;75500-001 a 75549-999
Itumbiara;75500-001 a 75544-999
Ivolandia;76130-000 a 76134-999
Jandaia;75950-000 a 75954-999
JarAgua;76330-000 a 76334-999
Jatai;75800-001 a 75809-999
Jaupaci;76210-000 a 76219-999
Jesupolis;75495-000 a 75499-999
Joviania;75610-000 a 75614-999
Jussara;76270-000 a 76279-999
Lagoa Santa;75819-000 a 75819-999
Leopoldo de Bulhoes;75190-000 a 75194-999
Luziania;72800-001 a 72859-999
Mairipotaba;75630-000 a 75634-999
Mambai;73970-000 a 73974-999
Mara Rosa;76490-000 a 76492-999
Marzagao;75670-000 a 75674-999
Matrincha;76730-000 a 76739-999
Maurilandia;75930-000 a 75934-999
Mimoso de Goias;73730-000 a 73739-999
Minacu;76450-000 a 76459-999
Mineiros;75830-001 a 75839-999
Mineiros;75830-001 a 75838-999
Moipora;76135-000 a 76139-999
Monte Alegre de Goias;73830-000 a 73839-999
Montes Claros de Goias;76255-000 a 76259-999
Montividiu;75915-000 a 75919-999
Montividiu do Norte;76465-000 a 76469-999
Morrinhos;75650-000 a 75659-999
Morro Agudo de Goias;76355-000 a 76359-999
Mossamedes;76150-000 a 76151-999
Mozarlandia;76700-000 a 76709-999
Mundo Novo;76530-000 a 76539-999
Mutunopolis;76540-000 a 76549-999
Nazario;76180-000 a 76189-999
Neropolis;75460-000 a 75469-999
Niquelandia;76420-000 a 76439-999
Nova America;76345-000 a 76349-999
Nova Aurora;75750-000 a 75759-999
Nova Crixas;76520-000 a 76524-999
Nova Gloria;76305-000 a 76309-999
Nova Iguacu de Goias;76495-000 a 76499-999
Nova Roma;73820-000 a 73824-999
Nova Veneza;75470-000 a 75479-999
Novo Brasil;76285-000 a 76289-999
Novo Gama;72860-001 a 72869-999
Novo Planalto;76580-000 a 76589-999
Orizona;75280-000 a 75289-999
Ouro Verde de Goias;75165-000 a 75169-999
Ouvidor;75715-000 a 75719-999
Padre Bernardo;73700-000 a 73729-999
Palestina de Goias;75845-000 a 75849-999
Palmeiras de Goias;76190-000 a 76194-999
Palmelo;75210-000 a 75219-999
Palminopolis;75990-000 a 76099-999
Panama;75580-000 a 75599-999
Paranaiguara;75880-000 a 75889-999
Parauna;75980-000 a 75984-999
Perolandia;75823-000 a 75824-999
Petrolina de Goias;75480-000 a 75489-999
Pilar de Goias;76372-000 a 76372-999
Piracanjuba;75640-000 a 75644-999
Piranhas;76230-000 a 76234-999
Pirenopolis;72980-000 a 72989-999
Pires do Rio;75200-000 a 75209-999
Planaltina;73750-001 a 73759-999
Planaltina;73750-001 a 73757-999
Pontalina;75620-000 a 75629-999
Porangatu;76550-000 a 76554-999
Porteirao;75603-000 a 75609-999
Portelandia;75843-000 a 75844-999
Posse;73900-000 a 73909-999
Professor Jamil;75645-000 a 75649-999
Quirinopolis;75860-000 a 75864-999
Rialma;76310-000 a 76314-999
Rianapolis;76315-000 a 76319-999
Rio Quente;75667-000 a 75669-999
Rio Verde;75900-001 a 75914-999
Rio Verde;75900-001 a 75913-999
Rubiataba;76350-000 a 76354-999
Sanclerlandia;76160-000 a 76164-999
Santa Barbara de Goias;75398-000 a 75399-999
Santa Cruz de Goias;75220-000 a 75229-999
Santa Fe de Goias;76265-000 a 76269-999
Santa Helena de Goias;75920-000 a 75924-999
Santa Isabel;76320-000 a 76329-999
Santa Rita do ArAguaia;75840-000 a 75842-999
Santa Rita do Novo Destino;76395-000 a 76399-999
Santa Rosa de Goias;75455-000 a 75459-999
Santa Tereza de Goias;76480-000 a 76484-999
Santa Terezinha de Goias;76500-000 a 76509-999
Santo Antonio da Barra;75935-000 a 75939-999
Santo Antonio de Goias;75375-000 a 75379-999
Santo Antonio do Descoberto;72900-001 a 72909-999
Santo Antonio do Descoberto;72900-001 a 72908-999
Senador Canedo;75250-001 a 75264-999
Serranopolis;75820-000 a 75822-999
Silvania;75180-000 a 75183-999
Simolandia;73930-000 a 73949-999
Sao Domingos;73860-000 a 73864-999
Sao Francisco de Goias;75490-000 a 75494-999
Sao Joao D'Alianca;73760-000 a 73769-999
Sao Joao da Parauna;75985-000 a 75989-999
Sao Luiz do Norte;76365-000 a 76369-999
Sao Luis de Montes Belos;76100-000 a 76104-999
Sao Miguel do ArAguaia;76590-000 a 76599-999
Sao Miguel do Passa Quatro;75185-000 a 75189-999
Sao Patricio;76343-000 a 76344-999
Sao Simao;75890-000 a 75899-999
Sitio D'Abadia;73990-000 a 73999-999
Taquaral de Goias;76640-000 a 76649-999
Teresina de Goias;73795-000 a 73799-999
Terezopolis de Goias;75175-000 a 75179-999
Trindade;75380-001 a 75394-999
Trindade;75380-001 a 75394-499
Trombas;76460-000 a 76464-999
Tres Ranchos;75720-000 a 75729-999
Turvelandia;75970-000 a 75979-999
Turvania;76110-000 a 76119-999
Uirapuru;76525-000 a 76529-999
Uruana;76335-000 a 76339-999
Uruacu;76400-000 a 76409-999
Urutai;75790-000 a 75794-999
Valparaiso de Goias;72870-001 a 72879-999
Varjao;75355-000 a 75359-999
Vianopolis;75265-000 a 75279-999
Vicentinopolis;75555-000 a 75559-999
Vila Boa;73825-000 a 73829-999
Vila Propicio;76393-000 a 76394-999
Agua Fria de Goias;73780-000 a 73789-999
Agua Limpa;75665-000 a 75666-999
Aguas Lindas de Goias;72910-001 a 72929-999
Afonso Cunha;65505-000 a 65509-999
Alcantara;65250-000 a 65254-999
Aldeias Altas;65610-000 a 65614-999
Altamira do Maranhao;65310-000 a 65314-999
Alto Alegre do Maranhao;65413-000 a 65414-999
Alto Alegre do Pindare;65398-000 a 65399-999
Alto Parnaiba;65810-000 a 65819-999
Amapa do Maranhao;65293-000 a 65293-999
Amarante do Maranhao;65923-000 a 65923-999
Anajatuba;65490-000 a 65494-999
Anapurus;65525-000 a 65529-999
Apicum-Acu;65275-000 a 65275-999
ArAguana;65368-000 a 65369-999
Araioses;65570-000 a 65577-999
Arame;65945-000 a 65947-999
Arari;65480-000 a 65484-999
Axixa;65148-000 a 65149-999
Acailandia;65930-000 a 65934-999
Bacabal;65700-000 a 65703-999
Bacabeira;65143-000 a 65144-999
Bacuri;65270-000 a 65271-999
Bacurituba;65233-000 a 65234-999
Balsas;65800-000 a 65804-999
Barra do Corda;65950-000 a 65961-999
Barreirinhas;65590-000 a 65599-999
Barao de Grajau;65660-000 a 65664-999
Bela Vista do Maranhao;65335-000 a 65339-999
BelAgua;65535-000 a 65539-999
Benedito Leite;65885-000 a 65887-999
Bequimao;65248-000 a 65249-999
Bernardo do Mearim;65723-000 a 65724-999
Boa Vista do Gurupi;65292-000 a 65292-999
Bom Jardim;65380-000 a 65384-999
Bom Jesus das Selvas;65395-000 a 65397-999
Bom Lugar;65704-000 a 65704-999
Brejo;65520-000 a 65524-999
Brejo de Areia;65315-000 a 65319-999
Buriti;65515-000 a 65519-999
Buriti Bravo;65685-000 a 65689-999
Buriticupu;65393-000 a 65394-999
Buritirana;65935-500 a 65935-898
Cachoeira Grande;65165-000 a 65169-999
Cajapio;65230-000 a 65232-999
Cajari;65210-000 a 65212-999
Campestre do Maranhao;65968-000 a 65969-999
Cantanhede;65465-000 a 65467-999
Capinzal do Norte;65735-000 a 65739-999
Carolina;65980-000 a 65989-999
Carutapera;65295-000 a 65298-999
Caxias;65600-001 a 65609-999
Cedral;65260-000 a 65262-999
Central do Maranhao;65267-000 a 65267-999
Centro Novo do Maranhao;65299-000 a 65299-999
Centro do Guilherme;65288-000 a 65288-999
Chapadinha;65500-000 a 65504-999
Cidelandia;65921-000 a 65921-999
Codo;65400-000 a 65412-999
Coelho Neto;65620-000 a 65624-999
Colinas;65690-000 a 65692-999
Conceicao do Lago-Acu;65340-000 a 65344-999
Coroata;65415-000 a 65417-999
Cururupu;65268-000 a 65268-999
Candido Mendes;65280-000 a 65282-999
Davinopolis;65927-000 a 65927-999
Dom Pedro;65765-000 a 65767-999
Duque Bacelar;65625-000 a 65629-999
Esperantinopolis;65750-000 a 65752-999
Estreito;65975-000 a 65977-999
Feira Nova do Maranhao;65995-000 a 65999-999
Fernando Falcao;65964-000 a 65967-999
Formosa da Serra Negra;65943-000 a 65944-999
Fortaleza dos Nogueiras;65805-000 a 65807-999
Fortuna;65695-000 a 65699-999
Godofredo Viana;65285-000 a 65287-999
Goncalves Dias;65775-000 a 65779-999
Governador Archer;65770-000 a 65774-999
Governador Edison Lobao;65928-000 a 65928-999
Governador Eugenio Barros;65780-000 a 65782-999
Governador Luiz Rocha;65795-000 a 65799-999
Governador Newton Bello;65363-000 a 65364-999
Governador Nunes Freire;65284-000 a 65284-999
Grajau;65940-000 a 65942-999
Graca Aranha;65785-000 a 65789-999
Guimaraes;65255-000 a 65259-999
Humberto de Campos;65180-000 a 65189-999
Icatu;65170-000 a 65179-999
Igarape Grande;65720-000 a 65722-999
Igarape do Meio;65345-000 a 65349-999
Imperatriz;65900-001 a 65919-999
Itaipava do Grajau;65948-000 a 65949-999
Itapecuru Mirim;65485-000 a 65489-999
Itinga do Maranhao;65939-000 a 65939-999
Jatoba;65693-000 a 65694-999
Jenipapo dos Vieiras;65962-000 a 65963-999
Joselandia;65755-000 a 65757-999
Joao Lisboa;65922-000 a 65922-999
Junco do Maranhao;65294-000 a 65294-999
Lago Verde;65705-000 a 65705-999
Lago da Pedra;65715-000 a 65715-999
Lago do Junco;65710-000 a 65711-999
Lago dos Rodrigues;65712-000 a 65713-999
Lagoa Grande do Maranhao;65718-000 a 65719-999
Lagoa do Mato;65683-000 a 65684-999
Lajeado Novo;65937-000 a 65937-999
Lima Campos;65728-000 a 65729-999
Loreto;65895-000 a 65899-999
Luis Domingues;65290-000 a 65291-999
Magalhaes de Almeida;65560-000 a 65569-999
Maracacume;65289-000 a 65289-999
Maraja do Sena;65714-000 a 65714-999
Maranhaozinho;65283-000 a 65283-999
Mata Roma;65510-000 a 65514-999
